pais_id,pais,año,mes,ccp_origen,producto_origen,ccp_destino,producto_destino,uni_med_id,uni_med,cantidad_por_millon
32,Argentina,1986,12,2211,Leche cruda,2211,Leche informal,l,Litros,42.4
32,Argentina,1987,1,2211,Leche cruda,,Productos,l,Litros,400.4
32,Argentina,1987,2,2211,Leche cruda,,Productos,l,Litros,355.4
32,Argentina,1987,3,2211,Leche cruda,,Productos,l,Litros,345.5
32,Argentina,1987,4,2211,Leche cruda,,Productos,l,Litros,292.6
32,Argentina,1987,5,2211,Leche cruda,,Productos,l,Litros,298.3
32,Argentina,1987,6,2211,Leche cruda,,Productos,l,Litros,304.7
32,Argentina,1987,7,2211,Leche cruda,,Productos,l,Litros,315.4
32,Argentina,1987,8,2211,Leche cruda,,Productos,l,Litros,356.7
32,Argentina,1987,9,2211,Leche cruda,,Productos,l,Litros,393.6
32,Argentina,1987,10,2211,Leche cruda,,Productos,l,Litros,471
32,Argentina,1987,11,2211,Leche cruda,,Productos,l,Litros,465.6
32,Argentina,1987,12,2211,Leche cruda,,Productos,l,Litros,478.2
32,Argentina,1987,1,2211,Leche cruda,22110,Leche fluida,l,Litros,95
32,Argentina,1987,2,2211,Leche cruda,22110,Leche fluida,l,Litros,91
32,Argentina,1987,3,2211,Leche cruda,22110,Leche fluida,l,Litros,99
32,Argentina,1987,4,2211,Leche cruda,22110,Leche fluida,l,Litros,98
32,Argentina,1987,5,2211,Leche cruda,22110,Leche fluida,l,Litros,99
32,Argentina,1987,6,2211,Leche cruda,22110,Leche fluida,l,Litros,103
32,Argentina,1987,7,2211,Leche cruda,22110,Leche fluida,l,Litros,102
32,Argentina,1987,8,2211,Leche cruda,22110,Leche fluida,l,Litros,103
32,Argentina,1987,9,2211,Leche cruda,22110,Leche fluida,l,Litros,100
32,Argentina,1987,10,2211,Leche cruda,22110,Leche fluida,l,Litros,99
32,Argentina,1987,11,2211,Leche cruda,22110,Leche fluida,l,Litros,94
32,Argentina,1987,12,2211,Leche cruda,22110,Leche fluida,l,Litros,98
32,Argentina,1987,1,2211,Leche cruda,2211,Leche informal,l,Litros,42.8
32,Argentina,1987,2,2211,Leche cruda,2211,Leche informal,l,Litros,41
32,Argentina,1987,3,2211,Leche cruda,2211,Leche informal,l,Litros,44.6
32,Argentina,1987,4,2211,Leche cruda,2211,Leche informal,l,Litros,44.1
32,Argentina,1987,5,2211,Leche cruda,2211,Leche informal,l,Litros,44.6
32,Argentina,1987,6,2211,Leche cruda,2211,Leche informal,l,Litros,46.4
32,Argentina,1987,7,2211,Leche cruda,2211,Leche informal,l,Litros,45.9
32,Argentina,1987,8,2211,Leche cruda,2211,Leche informal,l,Litros,46.4
32,Argentina,1987,9,2211,Leche cruda,2211,Leche informal,l,Litros,45
32,Argentina,1987,10,2211,Leche cruda,2211,Leche informal,l,Litros,44.6
32,Argentina,1987,11,2211,Leche cruda,2211,Leche informal,l,Litros,42.3
32,Argentina,1987,12,2211,Leche cruda,2211,Leche informal,l,Litros,44.1
32,Argentina,1988,1,2211,Leche cruda,,Productos,l,Litros,141.8
32,Argentina,1988,2,2211,Leche cruda,,Productos,l,Litros,373.6
32,Argentina,1988,3,2211,Leche cruda,,Productos,l,Litros,342.9
32,Argentina,1988,4,2211,Leche cruda,,Productos,l,Litros,326.3
32,Argentina,1988,5,2211,Leche cruda,,Productos,l,Litros,327.2
32,Argentina,1988,6,2211,Leche cruda,,Productos,l,Litros,280.1
32,Argentina,1988,7,2211,Leche cruda,,Productos,l,Litros,268.2
32,Argentina,1988,8,2211,Leche cruda,,Productos,l,Litros,325.8
32,Argentina,1988,9,2211,Leche cruda,,Productos,l,Litros,365.2
32,Argentina,1988,10,2211,Leche cruda,,Productos,l,Litros,441.6
32,Argentina,1988,11,2211,Leche cruda,,Productos,l,Litros,442.9
32,Argentina,1988,12,2211,Leche cruda,,Productos,l,Litros,484.9
32,Argentina,1988,1,2211,Leche cruda,22110,Leche fluida,l,Litros,99
32,Argentina,1988,2,2211,Leche cruda,22110,Leche fluida,l,Litros,93
32,Argentina,1988,3,2211,Leche cruda,22110,Leche fluida,l,Litros,101
32,Argentina,1988,4,2211,Leche cruda,22110,Leche fluida,l,Litros,96
32,Argentina,1988,5,2211,Leche cruda,22110,Leche fluida,l,Litros,97
32,Argentina,1988,6,2211,Leche cruda,22110,Leche fluida,l,Litros,93
32,Argentina,1988,7,2211,Leche cruda,22110,Leche fluida,l,Litros,97
32,Argentina,1988,8,2211,Leche cruda,22110,Leche fluida,l,Litros,92
32,Argentina,1988,9,2211,Leche cruda,22110,Leche fluida,l,Litros,94
32,Argentina,1988,10,2211,Leche cruda,22110,Leche fluida,l,Litros,95
32,Argentina,1988,11,2211,Leche cruda,22110,Leche fluida,l,Litros,94
32,Argentina,1988,12,2211,Leche cruda,22110,Leche fluida,l,Litros,96
32,Argentina,1988,1,2211,Leche cruda,2211,Leche informal,l,Litros,44.6
32,Argentina,1988,2,2211,Leche cruda,2211,Leche informal,l,Litros,41.9
32,Argentina,1988,3,2211,Leche cruda,2211,Leche informal,l,Litros,45.5
32,Argentina,1988,4,2211,Leche cruda,2211,Leche informal,l,Litros,43.2
32,Argentina,1988,5,2211,Leche cruda,2211,Leche informal,l,Litros,43.7
32,Argentina,1988,6,2211,Leche cruda,2211,Leche informal,l,Litros,41.9
32,Argentina,1988,7,2211,Leche cruda,2211,Leche informal,l,Litros,43.7
32,Argentina,1988,8,2211,Leche cruda,2211,Leche informal,l,Litros,42.8
32,Argentina,1988,9,2211,Leche cruda,2211,Leche informal,l,Litros,42.3
32,Argentina,1988,10,2211,Leche cruda,2211,Leche informal,l,Litros,42.8
32,Argentina,1988,11,2211,Leche cruda,2211,Leche informal,l,Litros,42.3
32,Argentina,1988,12,2211,Leche cruda,2211,Leche informal,l,Litros,43.2
32,Argentina,1993,6,2211,Leche cruda,22241,Manteca,l,Litros,0
32,Argentina,1992,6,2211,Leche cruda,22241,Manteca,l,Litros,0
32,Argentina,1989,7,2211,Leche cruda,22110,Leche chocolatada,l,Litros,0.04
32,Argentina,1990,3,2211,Leche cruda,22110,Leche chocolatada,l,Litros,0.05
32,Argentina,1990,2,2211,Leche cruda,22110,Leche chocolatada,l,Litros,0.07
32,Argentina,1990,7,2211,Leche cruda,22110,Leche chocolatada,l,Litros,0.11
32,Argentina,1989,5,2211,Leche cruda,22110,Leche chocolatada,l,Litros,0.13
32,Argentina,1989,6,2211,Leche cruda,22110,Leche chocolatada,l,Litros,0.15
32,Argentina,1989,7,2211,Leche cruda,22290,Postres lacteos y flanes,l,Litros,0.15
32,Argentina,1989,8,2211,Leche cruda,22110,Leche chocolatada,l,Litros,0.18
32,Argentina,1990,5,2211,Leche cruda,22110,Leche chocolatada,l,Litros,0.2
32,Argentina,1991,6,2211,Leche cruda,22110,Leche chocolatada,l,Litros,0.2
32,Argentina,1990,6,2211,Leche cruda,22110,Leche chocolatada,l,Litros,0.22
32,Argentina,1989,6,2211,Leche cruda,22290,Postres lacteos y flanes,l,Litros,0.24
32,Argentina,1990,4,2211,Leche cruda,22290,Postres lacteos y flanes,l,Litros,0.3
32,Argentina,1990,3,2211,Leche cruda,22290,Postres lacteos y flanes,l,Litros,0.31
32,Argentina,1989,8,2211,Leche cruda,22290,Postres lacteos y flanes,l,Litros,0.34
32,Argentina,1989,12,2211,Leche cruda,22110,Leche chocolatada,l,Litros,0.36
32,Argentina,1989,4,2211,Leche cruda,22110,Leche chocolatada,l,Litros,0.41
32,Argentina,1989,5,2211,Leche cruda,22290,Postres lacteos y flanes,l,Litros,0.41
32,Argentina,2004,12,2211,Leche cruda,22222,Leche condensada,l,Litros,0.42
32,Argentina,1990,4,2211,Leche cruda,22110,Leche chocolatada,l,Litros,0.43
32,Argentina,1990,11,2211,Leche cruda,22110,Leche chocolatada,l,Litros,0.43
32,Argentina,1989,5,2211,Leche cruda,22222,Leche condensada,l,Litros,0.44
32,Argentina,1990,2,2211,Leche cruda,22290,Postres lacteos y flanes,l,Litros,0.44
32,Argentina,2006,1,2211,Leche cruda,22222,Leche condensada,l,Litros,0.44
32,Argentina,1989,9,2211,Leche cruda,22110,Leche chocolatada,l,Litros,0.45
32,Argentina,2002,6,2211,Leche cruda,22110,Leche chocolatada,l,Litros,0.45
32,Argentina,1989,9,2211,Leche cruda,22290,Postres lacteos y flanes,l,Litros,0.5
32,Argentina,1989,3,2211,Leche cruda,22110,Leche chocolatada,l,Litros,0.51
32,Argentina,1990,10,2211,Leche cruda,22110,Leche chocolatada,l,Litros,0.51
32,Argentina,2000,7,2211,Leche cruda,22110,Leche chocolatada,l,Litros,0.52
32,Argentina,2003,6,2211,Leche cruda,22110,Leche chocolatada,l,Litros,0.52
32,Argentina,1989,6,2211,Leche cruda,22222,Leche condensada,l,Litros,0.53
32,Argentina,1990,1,2211,Leche cruda,22110,Leche chocolatada,l,Litros,0.54
32,Argentina,1990,8,2211,Leche cruda,22110,Leche chocolatada,l,Litros,0.54
32,Argentina,1989,7,2211,Leche cruda,22222,Leche condensada,l,Litros,0.55
32,Argentina,1990,9,2211,Leche cruda,22110,Leche chocolatada,l,Litros,0.55
32,Argentina,1995,6,2211,Leche cruda,22110,Leche chocolatada,l,Litros,0.55
32,Argentina,2003,12,2211,Leche cruda,22222,Leche condensada,l,Litros,0.56
32,Argentina,1990,6,2211,Leche cruda,22290,Postres lacteos y flanes,l,Litros,0.57
32,Argentina,2007,1,2211,Leche cruda,22222,Leche condensada,l,Litros,0.57
32,Argentina,1990,1,2211,Leche cruda,22290,Postres lacteos y flanes,l,Litros,0.59
32,Argentina,1990,5,2211,Leche cruda,22290,Postres lacteos y flanes,l,Litros,0.59
32,Argentina,1997,6,2211,Leche cruda,22110,Leche chocolatada,l,Litros,0.6
32,Argentina,2000,6,2211,Leche cruda,22110,Leche chocolatada,l,Litros,0.62
32,Argentina,1989,4,2211,Leche cruda,22290,Postres lacteos y flanes,l,Litros,0.63
32,Argentina,1989,10,2211,Leche cruda,22290,Postres lacteos y flanes,l,Litros,0.63
32,Argentina,1990,4,2211,Leche cruda,22222,Leche condensada,l,Litros,0.63
32,Argentina,2005,1,2211,Leche cruda,22222,Leche condensada,l,Litros,0.65
32,Argentina,2003,10,2211,Leche cruda,22110,Leche chocolatada,l,Litros,0.66
32,Argentina,2004,1,2211,Leche cruda,22222,Leche condensada,l,Litros,0.66
32,Argentina,2007,12,2211,Leche cruda,22222,Leche condensada,l,Litros,0.66
32,Argentina,1992,4,2211,Leche cruda,22290,Postres lacteos y flanes,l,Litros,0.68
32,Argentina,2003,7,2211,Leche cruda,22110,Leche chocolatada,l,Litros,0.68
32,Argentina,1989,10,2211,Leche cruda,22110,Leche chocolatada,l,Litros,0.7
32,Argentina,2002,4,2211,Leche cruda,22222,Leche condensada,l,Litros,0.7
32,Argentina,2005,12,2211,Leche cruda,22222,Leche condensada,l,Litros,0.7
32,Argentina,1989,2,2211,Leche cruda,22290,Postres lacteos y flanes,l,Litros,0.71
32,Argentina,1989,11,2211,Leche cruda,22290,Postres lacteos y flanes,l,Litros,0.72
32,Argentina,2003,8,2211,Leche cruda,22110,Leche chocolatada,l,Litros,0.72
32,Argentina,2002,1,2211,Leche cruda,22222,Leche condensada,l,Litros,0.73
32,Argentina,1993,7,2211,Leche cruda,22110,Leche chocolatada,l,Litros,0.75
32,Argentina,1993,6,2211,Leche cruda,22110,Leche chocolatada,l,Litros,0.76
32,Argentina,2001,6,2211,Leche cruda,22110,Leche chocolatada,l,Litros,0.77
32,Argentina,2004,11,2211,Leche cruda,22222,Leche condensada,l,Litros,0.79
32,Argentina,1989,1,2211,Leche cruda,22290,Postres lacteos y flanes,l,Litros,0.8
32,Argentina,1992,5,2211,Leche cruda,22290,Postres lacteos y flanes,l,Litros,0.8
32,Argentina,1996,7,2211,Leche cruda,22110,Leche chocolatada,l,Litros,0.8
32,Argentina,2006,12,2211,Leche cruda,22222,Leche condensada,l,Litros,0.8
32,Argentina,1989,2,2211,Leche cruda,22110,Leche chocolatada,l,Litros,0.81
32,Argentina,1989,3,2211,Leche cruda,22290,Postres lacteos y flanes,l,Litros,0.81
32,Argentina,2004,6,2211,Leche cruda,22110,Leche chocolatada,l,Litros,0.81
32,Argentina,2005,4,2211,Leche cruda,22222,Leche condensada,l,Litros,0.81
32,Argentina,2004,2,2211,Leche cruda,22222,Leche condensada,l,Litros,0.82
32,Argentina,2002,7,2211,Leche cruda,22110,Leche chocolatada,l,Litros,0.83
32,Argentina,2002,5,2211,Leche cruda,22222,Leche condensada,l,Litros,0.84
32,Argentina,2005,6,2211,Leche cruda,22222,Leche condensada,l,Litros,0.84
32,Argentina,2006,2,2211,Leche cruda,22222,Leche condensada,l,Litros,0.84
32,Argentina,2006,6,2211,Leche cruda,22222,Leche condensada,l,Litros,0.84
32,Argentina,1989,1,2211,Leche cruda,22222,Leche condensada,l,Litros,0.85
32,Argentina,2001,12,2211,Leche cruda,22290,Postres lacteos y flanes,l,Litros,0.85
32,Argentina,2003,2,2211,Leche cruda,22290,Postres lacteos y flanes,l,Litros,0.85
32,Argentina,2004,10,2211,Leche cruda,22222,Leche condensada,l,Litros,0.85
32,Argentina,1990,2,2211,Leche cruda,22222,Leche condensada,l,Litros,0.86
32,Argentina,1990,6,2211,Leche cruda,22222,Leche condensada,l,Litros,0.86
32,Argentina,1990,9,2211,Leche cruda,22290,Postres lacteos y flanes,l,Litros,0.86
32,Argentina,1992,7,2211,Leche cruda,22110,Leche chocolatada,l,Litros,0.86
32,Argentina,2002,3,2211,Leche cruda,22222,Leche condensada,l,Litros,0.86
32,Argentina,1991,7,2211,Leche cruda,22110,Leche chocolatada,l,Litros,0.87
32,Argentina,1995,7,2211,Leche cruda,22110,Leche chocolatada,l,Litros,0.87
32,Argentina,2001,8,2211,Leche cruda,22222,Leche condensada,l,Litros,0.87
32,Argentina,1991,8,2211,Leche cruda,22290,Postres lacteos y flanes,l,Litros,0.88
32,Argentina,2002,2,2211,Leche cruda,22222,Leche condensada,l,Litros,0.88
32,Argentina,2002,10,2211,Leche cruda,22110,Leche chocolatada,l,Litros,0.88
32,Argentina,2005,5,2211,Leche cruda,22222,Leche condensada,l,Litros,0.88
32,Argentina,1999,9,2211,Leche cruda,22110,Leche chocolatada,l,Litros,0.89
32,Argentina,2000,8,2211,Leche cruda,22110,Leche chocolatada,l,Litros,0.89
32,Argentina,2000,11,2211,Leche cruda,22110,Leche chocolatada,l,Litros,0.89
32,Argentina,1992,6,2211,Leche cruda,22290,Postres lacteos y flanes,l,Litros,0.9
32,Argentina,2002,6,2211,Leche cruda,22290,Postres lacteos y flanes,l,Litros,0.9
32,Argentina,2005,7,2211,Leche cruda,22222,Leche condensada,l,Litros,0.9
32,Argentina,2006,10,2211,Leche cruda,22222,Leche condensada,l,Litros,0.9
32,Argentina,2005,11,2211,Leche cruda,22222,Leche condensada,l,Litros,0.91
32,Argentina,1989,11,2211,Leche cruda,22110,Leche chocolatada,l,Litros,0.92
32,Argentina,1991,2,2211,Leche cruda,22290,Postres lacteos y flanes,l,Litros,0.92
32,Argentina,1991,4,2211,Leche cruda,22110,Leche chocolatada,l,Litros,0.92
32,Argentina,2004,9,2211,Leche cruda,22222,Leche condensada,l,Litros,0.92
32,Argentina,1991,6,2211,Leche cruda,22290,Postres lacteos y flanes,l,Litros,0.93
32,Argentina,2002,2,2211,Leche cruda,22290,Postres lacteos y flanes,l,Litros,0.93
32,Argentina,2004,5,2211,Leche cruda,22222,Leche condensada,l,Litros,0.93
32,Argentina,1990,8,2211,Leche cruda,22290,Postres lacteos y flanes,l,Litros,0.94
32,Argentina,1991,8,2211,Leche cruda,22110,Leche chocolatada,l,Litros,0.94
32,Argentina,1994,6,2211,Leche cruda,22110,Leche chocolatada,l,Litros,0.94
32,Argentina,2005,2,2211,Leche cruda,22222,Leche condensada,l,Litros,0.94
32,Argentina,1991,2,2211,Leche cruda,22222,Leche condensada,l,Litros,0.95
32,Argentina,2002,1,2211,Leche cruda,22290,Postres lacteos y flanes,l,Litros,0.95
32,Argentina,1990,11,2211,Leche cruda,22290,Postres lacteos y flanes,l,Litros,0.96
32,Argentina,1990,12,2211,Leche cruda,22290,Postres lacteos y flanes,l,Litros,0.96
32,Argentina,2003,1,2211,Leche cruda,22290,Postres lacteos y flanes,l,Litros,0.96
32,Argentina,2004,7,2211,Leche cruda,22222,Leche condensada,l,Litros,0.96
32,Argentina,2005,10,2211,Leche cruda,22222,Leche condensada,l,Litros,0.96
32,Argentina,1990,10,2211,Leche cruda,22290,Postres lacteos y flanes,l,Litros,0.97
